mass_A
t	x	y
2.391466667E0	9.090613141E-1	-3.588105813E-1
2.395777778E0	9.138497316E-1	-4.082051506E-1
2.400088889E0	9.385957323E-1	-5.029377143E-1
2.404400000E0	9.482829236E-1	-5.551910231E-1
2.408711111E0	9.527121344E-1	-5.930125497E-1
2.413022222E0	1.002440842E0	-6.192831281E-1
2.417333333E0	1.026033295E0	-6.537134991E-1
2.421644444E0	9.904820284E-1	-6.854363481E-1
2.425955556E0	9.299727793E-1	-7.248918092E-1
2.430266667E0	9.690050352E-1	-7.528660611E-1
2.434577778E0	1.034641885E0	-7.651634440E-1
2.438888889E0	1.139347724E0	-7.313743057E-1
2.443200000E0	1.058213045E0	-8.596464235E-1
2.447622222E0	6.420609756E-1	-6.331059446E-1
2.451933333E0	6.410234474E-1	-6.559856241E-1
2.456244444E0	6.496236162E-1	-6.779989042E-1
2.460555556E0	6.446121456E-1	-7.156179376E-1
2.464866667E0	6.475577835E-1	-7.549418759E-1
2.469177778E0	6.482490073E-1	-8.022302509E-1
2.473488889E0	1.007695772E0	-1.132182876E0
2.477800000E0	1.135031905E0	-1.079767640E0
2.482111111E0	9.547422889E-1	-1.212231185E0
2.486422222E0	9.289822454E-1	-1.253011144E0
2.490733333E0	1.134582127E0	-1.165449403E0
2.495044444E0	9.974327751E-1	-1.304131720E0
2.499355556E0	9.537579396E-1	-1.347692894E0
